nm	F0	F5	F9	F10
1882	70.5333	7.05202	1.84861	0.27974
1881	69.9197	6.93477	1.82346	0.28654
1880	68.9157	6.79239	1.82094	0.30391
1879	68.1348	6.66676	1.79076	0.32355
1878	67.4654	6.56625	1.76812	0.34092
1877	66.5729	6.40712	1.76058	0.34621
1876	65.5968	6.29824	1.73543	0.33639
1875	64.3976	6.19774	1.7304	0.32959
1874	63.1983	6.05536	1.72285	0.32884
1873	62.2221	5.98836	1.67506	0.32657
1872	60.8555	5.85435	1.67003	0.31902
1871	59.5726	5.67847	1.62225	0.31751
1870	58.2060	5.54446	1.58955	0.32204
1869	57.0346	5.41883	1.56691	0.3243
1868	55.6123	5.24295	1.54176	0.33865
1867	54.3293	5.11732	1.52667	0.35754
1866	53.2416	5.05032	1.5141	0.3802
1865	52.4049	4.95819	1.47134	0.40739
1864	51.8193	4.87444	1.46128	0.42929
1863	50.9826	4.83256	1.42104	0.45572
1862	50.3411	4.69855	1.38834	0.47159
1861	49.9785	4.65668	1.34055	0.47612
1860	49.3370	4.53942	1.29528	0.47234
1859	49.0024	4.43892	1.24498	0.44817
1858	48.7235	4.35517	1.22486	0.41116
1857	48.0262	4.31329	1.16953	0.38548
1856	47.5521	4.23791	1.15444	0.3666
1855	47.0501	4.20441	1.16953	0.36433
1854	46.2134	4.20441	1.15947	0.3734
1853	45.7114	4.02853	1.1645	0.39908
1852	45.1536	3.98665	1.16198	0.40588
1851	44.2611	3.97828	1.13683	0.40361
1850	43.5918	3.94478	1.13432	0.39908
1849	43.0061	3.9029	1.14941	0.36811
1848	42.3646	3.85265	1.16198	0.34923
1847	41.7510	3.77727	1.18965	0.32355
1846	41.1374	3.74377	1.22234	0.29862
1845	40.3007	3.67677	1.24498	0.29107
1844	39.7151	3.60139	1.25001	0.27672
1843	39.1573	3.53439	1.24498	0.26615
1842	38.4042	3.37526	1.22989	0.25708
1841	37.7907	3.30825	1.19468	0.25406
1840	37.2608	3.2245	1.15444	0.25859
1839	36.5914	3.14912	1.09407	0.26539
1838	35.9778	3.03187	1.05886	0.26992
1837	35.1969	2.90624	1.03623	0.27823
1836	34.2765	2.87274	1.00856	0.27748
1835	33.6909	2.79736	0.97838	0.26917
1834	33.2446	2.68848	0.98341	0.27294
1833	32.6032	2.62148	0.97335	0.27445
1832	32.1011	2.60473	1.02114	0.29711
1831	31.5712	2.50422	1.05383	0.31373
1830	31.2644	2.52097	1.08401	0.32204
1829	30.5393	2.48747	1.11922	0.32506
1828	30.2046	2.48747	1.14941	0.33412
1827	29.8978	2.47072	1.15192	0.3447
1826	29.2285	2.4791	1.15947	0.36736
1825	29.0890	2.45397	1.11419	0.39681
1824	28.8101	2.44559	1.10916	0.4172
1823	28.4755	2.42884	1.07898	0.41494
1822	28.0850	2.41209	1.07395	0.41116
1821	27.7782	2.33671	1.03623	0.3802
1820	27.2483	2.26971	1.01862	0.35225
1819	26.9136	2.23621	0.98341	0.32053
1818	26.4953	2.18596	0.9658	0.29183
1817	26.2164	2.15246	0.95071	0.26539
1816	25.6865	2.10221	0.92556	0.23594
1815	25.5191	2.01845	0.92556	0.21177
1814	24.9335	2.0017	0.91802	0.20195
1813	24.3478	1.97658	0.89538	0.18458
1812	24.0131	1.89282	0.87526	0.16569
1811	23.5669	1.9012	0.82999	0.15663
1810	23.0927	1.81745	0.76208	0.14228
1809	22.8696	1.78394	0.71178	0.12113
1808	22.4791	1.81745	0.64638	0.09847
1807	22.2281	1.80069	0.61117	0.08412
1806	21.9214	1.79232	0.55081	0.07884
1805	21.4751	1.81745	0.52566	0.09545
1804	21.0847	1.77557	0.50805	0.10225
1803	20.6384	1.71694	0.47787	0.13019
1802	20.4432	1.75044	0.48793	0.1589
1801	20.1922	1.71694	0.49296	0.19137
1800	19.6065	1.70019	0.52566	0.21328
1799	19.2718	1.64156	0.52566	0.22989
1798	19.0208	1.56618	0.54075	0.25406
1797	18.6025	1.51593	0.54326	0.27672
1796	18.4351	1.44056	0.52817	0.28956
1795	18.1004	1.42381	0.5156	0.30089
1794	17.8773	1.3903	0.49799	0.30693
1793	17.5148	1.37355	0.48542	0.30316
1792	16.9291	1.38193	0.46027	0.29258
1791	16.7896	1.36518	0.4653	0.27068
1790	16.4828	1.38193	0.42254	0.26313
1789	16.1482	1.34843	0.43008	0.25104
1788	15.8414	1.23117	0.41751	0.23442
1787	15.7019	1.23117	0.40996	0.22461
1786	15.2557	1.27305	0.4326	0.22234
1785	15.0047	1.10554	0.44266	0.21177
1784	14.4190	1.08879	0.47033	0.21252
1783	14.1680	1.08042	0.4653	0.22083
1782	13.8891	1.07204	0.46278	0.22914
1781	13.4150	1.09717	0.4653	0.24953
1780	12.9966	1.09717	0.4829	0.25104
1779	12.7456	1.03017	0.5156	0.24802
1778	12.2436	1.04692	0.54075	0.25104
1777	11.9089	1.03017	0.55584	0.23745
1776	11.7973	1.04692	0.55584	0.22838
1775	11.4627	1.00504	0.52566	0.21328
1774	11.2396	0.94641	0.4829	0.21328
1773	10.9607	0.94641	0.41499	0.20572
1772	10.7096	0.97154	0.34457	0.20346
1771	10.5144	0.92966	0.2666	0.18684
1770	10.1797	0.96316	0.20372	0.17627
1769	10.0403	0.97991	0.166	0.16494
1768	9.87300	1.04692	0.15342	0.13473
1767	9.56621	0.99666	0.18863	0.12717
1766	9.39887	0.99666	0.19366	0.11358
1765	9.11997	1.02179	0.22888	0.10149
1764	8.59006	0.93804	0.26912	0.09998
1763	8.50640	0.87941	0.2993	0.0879
1762	8.28328	0.87103	0.34457	0.07506
1761	8.06016	0.7789	0.35463	0.066
1760	7.86493	0.76215	0.3496	0.06071
1759	7.69759	0.7454	0.33451	0.0524
1758	7.66970	0.6449	0.2993	0.05164
1757	7.22346	0.6449	0.28924	0.0524
1756	7.13979	0.61977	0.23642	0.05769
1755	7.05612	0.52765	0.21127	0.06977
1754	6.97245	0.46902	0.21378	0.08035
1753	6.69356	0.46064	0.21378	0.10451
1752	6.44255	0.42714	0.21881	0.13171
1751	6.16365	0.41039	0.25906	0.14379
1750	5.94053	0.36014	0.25403	0.1589
1749	5.77319	0.36014	0.27415	0.16418
1748	5.66163	0.36014	0.27163	0.16569
1747	5.41062	0.35176	0.25151	0.16041
1746	5.21540	0.34339	0.24397	0.1589
1745	5.27118	0.28476	0.25403	0.1589
1744	4.90861	0.25126	0.24397	0.15436
1743	4.82494	0.22613	0.20875	0.13699
1742	4.71338	0.22613	0.18109	0.1385
1741	4.65760	0.20101	0.166	0.13019
1740	4.60182	0.14238	0.14085	0.11358
1739	4.54604	0.10888	0.10312	0.11207
1738	4.18347	0.13401	0.083	0.10451
1737	4.01613	0.16751	0.08048	0.10074
1736	3.73724	0.20938	0.06791	0.09092
1735	3.54201	0.24288	0.0503	0.08261
1734	3.31889	0.31826	0.0327	0.07732
1733	3.26311	0.29314	0.02012	0.08337
1732	3.09577	0.27639	0.00252	0.08563
1731	3.03999	0.25964	0	0.09394
1730	2.76109	0.25964	0	0.10074
1729	2.67742	0.24288	0	0.10074
1728	2.42641	0.26801	0.00503	0.10074
1727	2.48219	0.23451	0.00252	0.09696
1726	2.34274	0.19263	0.01006	0.08941
1725	2.20330	0.20938	0.01761	0.08563
1724	2.03596	0.18426	0.02767	0.06977
1723	2.03596	0.13401	0.0503	0.06146
1722	2.03596	0.12563	0.06539	0.05391
1721	1.81284	0.12563	0.07042	0.04787
1720	1.61761	0.09213	0.083	0.0456
1719	1.45027	0.08375	0.08048	0.03201
1718	1.53394	0.05025	0.07294	0.02748
1717	1.25504	0.04188	0.07294	0.0169
1716	1.31082	0.00838	0.07797	0.01539
1715	1.08770	0.0335	0.083	0.01086
1714	0.86458	0.02513	0.06791	0.02143
1713	0.92036	0.01675	0.09306	0.03805
1712	0.75303	0.0335	0.10563	0.04711
1711	0.69725	0.01675	0.15091	0.05769
1710	0.66936	0.02513	0.17857	0.07204
1709	0.75303	0	0.17103	0.08186
1708	0.66936	0	0.16348	0.09545
1707	0.52991	0	0.13833	0.09923
1706	0.44624	0	0.10815	0.10451
1705	0.41835	0	0.083	0.10905
1704	0.39046	0	0.083	0.10905
1703	0.30679	0	0.07797	0.11962
1702	0.30679	0	0.06791	0.12868
1701	0.25101	0	0.05533	0.14228
1700	0.13945	0	0.04527	0.16494
